# Residuals   
# Time        	Ux            	Uy            	Uz            	p             	k             	epsilon       
1             	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	7.726068e-01
2             	1.554380e-01	2.165645e-01	5.891204e-02	4.913211e-01	5.648663e-01	5.876879e-01
3             	6.399508e-01	3.906565e-01	2.163683e-01	6.311855e-02	3.862340e-01	3.474594e-01
4             	5.384864e-01	2.539125e-01	1.910532e-01	5.649618e-02	6.522640e-01	5.859176e-01
5             	3.598172e-01	2.854171e-01	1.279465e-01	8.123908e-02	3.982697e-01	1.424125e-01
6             	2.088742e-01	2.420083e-01	8.450662e-02	4.573032e-01	2.966226e-01	2.204671e-01
7             	1.786765e-01	1.944603e-01	8.403119e-02	1.202940e-01	1.913996e-01	1.667795e-01
8             	1.944722e-01	1.677494e-01	1.013745e-01	1.029358e-01	1.467895e-01	1.175354e-01
9             	1.562677e-01	1.670512e-01	1.002097e-01	1.745399e-01	1.161792e-01	8.272718e-02
10            	1.319670e-01	1.973051e-01	9.311538e-02	2.761366e-01	8.870059e-02	6.002435e-02
11            	1.190244e-01	2.138652e-01	9.158734e-02	1.264597e-01	7.060890e-02	4.298407e-02
12            	1.108738e-01	1.804814e-01	7.124988e-02	1.294980e-01	5.756813e-02	4.376756e-02
13            	8.109492e-02	1.432674e-01	4.597005e-02	3.759170e-01	4.975154e-02	4.019166e-02
14            	6.882739e-02	1.317216e-01	4.229144e-02	1.609473e-01	4.494861e-02	3.660177e-02
15            	6.015105e-02	1.152737e-01	4.772655e-02	1.165780e-01	4.126931e-02	3.441904e-02
16            	4.779194e-02	1.146836e-01	4.632337e-02	1.604093e-01	3.773561e-02	3.177318e-02
17            	3.787207e-02	1.269768e-01	4.551564e-02	4.472181e-01	3.447596e-02	2.897193e-02
18            	3.785819e-02	1.240178e-01	4.151248e-02	1.710872e-01	3.206988e-02	2.721178e-02
19            	3.576321e-02	1.066486e-01	3.237673e-02	1.465607e-01	3.023336e-02	2.555331e-02
20            	2.938258e-02	9.011687e-02	2.445470e-02	2.864680e-01	2.872291e-02	2.409696e-02
21            	2.522591e-02	7.941279e-02	2.387134e-02	2.125634e-01	2.745140e-02	2.286609e-02
22            	2.117887e-02	7.473222e-02	2.459478e-02	1.304446e-01	2.628044e-02	2.141456e-02
23            	1.754514e-02	7.674987e-02	2.520760e-02	1.335758e-01	2.525175e-02	2.021200e-02
24            	1.613920e-02	7.931294e-02	2.506261e-02	2.167788e-01	2.438354e-02	1.923818e-02
25            	1.603050e-02	7.793770e-02	2.317866e-02	4.785260e-01	2.351946e-02	1.886357e-02
26            	1.552802e-02	7.177826e-02	2.036195e-02	2.839889e-01	2.281317e-02	1.803268e-02
27            	1.432422e-02	6.607060e-02	1.838965e-02	3.732162e-01	2.220986e-02	1.726974e-02
28            	1.302919e-02	6.208162e-02	1.725185e-02	2.338327e-01	2.161293e-02	1.662400e-02
29            	1.194250e-02	5.917595e-02	1.673426e-02	1.483584e-01	2.109553e-02	1.605656e-02
30            	1.100075e-02	5.626145e-02	1.662412e-02	1.189975e-01	2.065823e-02	1.556798e-02
31            	1.031305e-02	5.487869e-02	1.655191e-02	1.129110e-01	2.014170e-02	1.493600e-02
32            	1.004836e-02	5.406491e-02	1.580712e-02	1.185615e-01	1.967015e-02	1.452482e-02
33            	9.862982e-03	5.281953e-02	1.463029e-02	1.309011e-01	1.921018e-02	1.380762e-02
34            	9.495438e-03	5.084246e-02	1.370247e-02	1.261246e-01	1.883402e-02	1.332688e-02
35            	9.017194e-03	4.858831e-02	1.336445e-02	1.081972e-01	1.849101e-02	1.308835e-02
36            	8.543166e-03	4.672091e-02	1.315762e-02	8.697286e-02	1.810744e-02	1.258648e-02
37            	8.152363e-03	4.532359e-02	1.284940e-02	7.191068e-02	1.774382e-02	1.212615e-02
38            	7.859701e-03	4.402706e-02	1.239416e-02	6.400458e-02	1.741983e-02	1.181300e-02
39            	7.627333e-03	4.315158e-02	1.194390e-02	5.912065e-02	1.711036e-02	1.135713e-02
40            	7.413285e-03	4.282913e-02	1.156350e-02	5.265576e-02	1.680123e-02	1.102002e-02
41            	7.176176e-03	4.255171e-02	1.124746e-02	4.666427e-02	1.653652e-02	1.065821e-02
42            	6.969267e-03	4.180054e-02	1.094840e-02	4.377704e-02	1.626931e-02	1.034761e-02
43            	6.754920e-03	4.051001e-02	1.072495e-02	3.970647e-02	1.600648e-02	1.002751e-02
44            	6.566301e-03	3.929392e-02	1.055666e-02	3.813349e-02	1.575453e-02	9.691317e-03
45            	6.378852e-03	3.839195e-02	1.040462e-02	3.520630e-02	1.551185e-02	9.384318e-03
46            	6.213866e-03	3.784580e-02	1.024179e-02	3.337221e-02	1.529469e-02	9.106126e-03
47            	6.048716e-03	3.756451e-02	1.008757e-02	3.142220e-02	1.505960e-02	8.834111e-03
48            	5.914724e-03	3.725731e-02	9.909199e-03	2.999496e-02	1.484011e-02	8.572425e-03
49            	5.777330e-03	3.691517e-02	9.747957e-03	2.761132e-02	1.462828e-02	8.335325e-03
50            	5.657847e-03	3.640799e-02	9.590160e-03	2.711240e-02	1.443913e-02	8.095139e-03
51            	5.546922e-03	3.590227e-02	9.469455e-03	2.571893e-02	1.424390e-02	7.876522e-03
52            	5.434407e-03	3.531808e-02	9.375368e-03	2.565384e-02	1.404289e-02	7.690025e-03
53            	5.319468e-03	3.475204e-02	9.297051e-03	2.422793e-02	1.385916e-02	7.474121e-03
54            	5.228708e-03	3.428108e-02	9.219905e-03	2.504645e-02	1.368048e-02	7.294672e-03
55            	5.130952e-03	3.398019e-02	9.153362e-03	2.341368e-02	1.350350e-02	7.146150e-03
56            	5.041679e-03	3.376487e-02	9.104522e-03	2.292619e-02	1.332833e-02	6.973002e-03
57            	4.955997e-03	3.356897e-02	9.045606e-03	2.240637e-02	1.315469e-02	6.815191e-03
58            	4.874511e-03	3.337950e-02	9.003272e-03	2.097440e-02	1.299858e-02	6.668602e-03
59            	4.791071e-03	3.322080e-02	8.973753e-03	2.085121e-02	1.283382e-02	6.526517e-03
60            	4.715856e-03	3.311186e-02	8.945863e-03	2.003121e-02	1.266497e-02	6.392898e-03
61            	4.644484e-03	3.309839e-02	8.919255e-03	1.958807e-02	1.251070e-02	6.257451e-03
62            	4.575960e-03	3.315944e-02	8.902333e-03	1.937120e-02	1.236044e-02	6.143569e-03
63            	4.508635e-03	3.340275e-02	8.886143e-03	1.927298e-02	1.220446e-02	6.066793e-03
64            	4.450043e-03	3.353559e-02	8.853712e-03	1.862491e-02	1.204245e-02	5.937794e-03
65            	4.387712e-03	3.376500e-02	8.849657e-03	1.837275e-02	1.190375e-02	5.829658e-03
66            	4.326484e-03	3.391575e-02	8.840495e-03	1.793226e-02	1.175657e-02	5.719936e-03
67            	4.268588e-03	3.404993e-02	8.835541e-03	1.766400e-02	1.161734e-02	5.632676e-03
68            	4.216001e-03	3.403375e-02	8.820826e-03	1.754354e-02	1.146886e-02	5.492008e-03
69            	4.159759e-03	3.406161e-02	8.812985e-03	1.725397e-02	1.134706e-02	5.375201e-03
70            	4.110581e-03	3.414368e-02	8.817012e-03	1.745181e-02	1.121362e-02	5.265507e-03
71            	4.062415e-03	3.425704e-02	8.815830e-03	1.739553e-02	1.109995e-02	5.171281e-03
72            	4.015239e-03	3.445330e-02	8.834361e-03	1.737014e-02	1.100052e-02	5.071827e-03
73            	3.968579e-03	3.433340e-02	8.864706e-03	1.712356e-02	1.092171e-02	4.986985e-03
74            	3.920767e-03	3.407957e-02	8.883142e-03	1.691978e-02	1.083539e-02	4.906517e-03
75            	3.880436e-03	3.393148e-02	8.909665e-03	1.652545e-02	1.075670e-02	4.829231e-03
76            	3.840831e-03	3.378613e-02	8.949884e-03	1.677878e-02	1.070163e-02	4.761617e-03
77            	3.800922e-03	3.366157e-02	8.978516e-03	1.721935e-02	1.064283e-02	4.708333e-03
78            	3.758972e-03	3.341615e-02	9.002229e-03	1.683139e-02	1.058864e-02	4.647436e-03
79            	3.724381e-03	3.286646e-02	9.041159e-03	1.735267e-02	1.054816e-02	4.584895e-03
80            	3.680535e-03	3.243925e-02	9.072976e-03	1.705189e-02	1.050932e-02	4.530344e-03
81            	3.644624e-03	3.230759e-02	9.130478e-03	1.740279e-02	1.047049e-02	4.482466e-03
82            	3.605569e-03	3.195300e-02	9.176519e-03	1.725725e-02	1.043580e-02	4.455311e-03
83            	3.569120e-03	3.136736e-02	9.244148e-03	1.771533e-02	1.040006e-02	4.415720e-03
84            	3.535038e-03	3.071156e-02	9.317420e-03	1.768696e-02	1.035206e-02	4.417531e-03
85            	3.501267e-03	2.997238e-02	9.381450e-03	1.812994e-02	1.030283e-02	4.401304e-03
86            	3.462999e-03	2.916159e-02	9.424759e-03	1.794359e-02	1.027268e-02	4.327413e-03
87            	3.427382e-03	2.825470e-02	9.483170e-03	1.815781e-02	1.023353e-02	4.273386e-03
88            	3.394229e-03	2.729266e-02	9.524056e-03	1.789595e-02	1.019438e-02	4.219989e-03
89            	3.364759e-03	2.631187e-02	9.559469e-03	1.818074e-02	1.014372e-02	4.181588e-03
90            	3.339072e-03	2.537405e-02	9.604418e-03	1.829589e-02	1.009003e-02	4.140115e-03
91            	3.312950e-03	2.459107e-02	9.645305e-03	1.886669e-02	1.003832e-02	4.106561e-03
92            	3.287243e-03	2.397509e-02	9.698372e-03	1.932260e-02	9.990426e-03	4.078626e-03
93            	3.260376e-03	2.350742e-02	9.777085e-03	2.032605e-02	9.949437e-03	4.047203e-03
94            	3.239189e-03	2.324656e-02	9.907618e-03	2.087473e-02	9.897915e-03	4.105297e-03
95            	3.216245e-03	2.302719e-02	1.003833e-02	2.167371e-02	9.840468e-03	4.145041e-03
96            	3.198555e-03	2.310783e-02	1.013345e-02	2.201075e-02	9.767715e-03	4.154467e-03
97            	3.137304e-03	2.296430e-02	1.041899e-02	2.161173e-02	9.699739e-03	4.173882e-03
98            	3.127386e-03	2.270540e-02	1.051207e-02	2.173130e-02	9.620835e-03	4.179084e-03
99            	3.139529e-03	2.256778e-02	1.047638e-02	2.220467e-02	9.527927e-03	4.179319e-03
100           	3.141419e-03	2.246293e-02	1.046608e-02	2.246758e-02	9.415431e-03	4.152412e-03
101           	3.076724e-03	2.225688e-02	1.074853e-02	2.170269e-02	9.306504e-03	4.141508e-03
102           	3.045016e-03	2.201465e-02	1.092429e-02	2.129757e-02	9.190693e-03	4.111646e-03
103           	3.035521e-03	2.196378e-02	1.096052e-02	2.118132e-02	9.067540e-03	4.078377e-03
104           	3.035119e-03	2.194359e-02	1.093429e-02	2.185789e-02	8.907904e-03	4.021536e-03
105           	2.981260e-03	2.175996e-02	1.110708e-02	2.240554e-02	8.730451e-03	3.942512e-03
106           	2.919403e-03	2.150069e-02	1.135663e-02	2.250656e-02	8.559396e-03	3.883353e-03
107           	2.922373e-03	2.132481e-02	1.133386e-02	2.306644e-02	8.371836e-03	3.808447e-03
108           	2.938309e-03	2.129035e-02	1.121384e-02	2.388537e-02	8.184282e-03	3.743729e-03
109           	2.906187e-03	2.120799e-02	1.128461e-02	2.393809e-02	7.981612e-03	3.685471e-03
110           	2.838642e-03	2.103843e-02	1.152272e-02	2.352225e-02	7.771031e-03	3.615437e-03
111           	2.790395e-03	2.100488e-02	1.167625e-02	2.350967e-02	7.552722e-03	3.546328e-03
112           	2.805469e-03	2.122109e-02	1.150868e-02	2.423930e-02	7.330899e-03	3.481383e-03
113           	2.792538e-03	2.140522e-02	1.146209e-02	2.517282e-02	7.122211e-03	3.414496e-03
114           	2.752259e-03	2.117560e-02	1.149751e-02	2.497237e-02	6.892579e-03	3.369170e-03
115           	2.717362e-03	2.082957e-02	1.151964e-02	2.370885e-02	6.650827e-03	3.312818e-03
116           	2.703161e-03	2.056708e-02	1.155059e-02	2.253850e-02	6.405853e-03	3.299848e-03
117           	2.692142e-03	2.056670e-02	1.158735e-02	2.287722e-02	6.174364e-03	3.226809e-03
118           	2.691608e-03	2.124678e-02	1.172516e-02	2.164736e-02	5.946984e-03	3.196233e-03
119           	2.674251e-03	2.102417e-02	1.179134e-02	2.145397e-02	5.726960e-03	3.114902e-03
120           	2.668233e-03	2.182481e-02	1.190415e-02	2.127399e-02	5.515245e-03	3.077697e-03
121           	2.644751e-03	2.165786e-02	1.182365e-02	2.161007e-02	5.300664e-03	3.014261e-03
122           	2.625325e-03	2.216238e-02	1.175898e-02	2.134326e-02	5.108218e-03	2.965963e-03
123           	2.609717e-03	2.175476e-02	1.167346e-02	2.116713e-02	4.907813e-03	2.939970e-03
124           	2.585918e-03	2.159705e-02	1.157851e-02	2.057135e-02	4.738181e-03	2.865975e-03
125           	2.581412e-03	2.124030e-02	1.154065e-02	2.032476e-02	4.563636e-03	2.851455e-03
126           	2.567087e-03	2.113028e-02	1.153126e-02	1.941591e-02	4.428001e-03	2.815037e-03
127           	2.546303e-03	2.086876e-02	1.153992e-02	1.917762e-02	4.260543e-03	2.767403e-03
128           	2.533196e-03	2.009042e-02	1.159186e-02	1.906421e-02	4.129898e-03	2.726952e-03
129           	2.519231e-03	1.971858e-02	1.155855e-02	1.875572e-02	3.978849e-03	2.669545e-03
130           	2.516521e-03	1.962745e-02	1.156454e-02	1.820341e-02	3.870710e-03	2.670731e-03
131           	2.517792e-03	1.971097e-02	1.160054e-02	1.759687e-02	3.734450e-03	2.607755e-03
132           	2.519169e-03	1.959037e-02	1.162156e-02	1.684965e-02	3.631250e-03	2.604529e-03
133           	2.502340e-03	1.926416e-02	1.156840e-02	1.588928e-02	3.505782e-03	2.527743e-03
134           	2.501979e-03	1.878034e-02	1.156263e-02	1.581241e-02	3.419412e-03	2.515317e-03
135           	2.505315e-03	1.853166e-02	1.162783e-02	1.544433e-02	3.294009e-03	2.429022e-03
136           	2.522310e-03	1.826391e-02	1.170833e-02	1.556368e-02	3.208871e-03	2.403075e-03
137           	2.511492e-03	1.810720e-02	1.179039e-02	1.540766e-02	3.099793e-03	2.336535e-03
138           	2.504555e-03	1.781694e-02	1.183882e-02	1.501028e-02	3.022439e-03	2.318808e-03
139           	2.496740e-03	1.748709e-02	1.191102e-02	1.489680e-02	2.928321e-03	2.263923e-03
140           	2.485916e-03	1.723614e-02	1.194661e-02	1.470965e-02	2.857886e-03	2.266162e-03
141           	2.475271e-03	1.714833e-02	1.196351e-02	1.433083e-02	2.777242e-03	2.232479e-03
142           	2.458084e-03	1.696047e-02	1.198818e-02	1.391888e-02	2.723461e-03	2.280086e-03
143           	2.443723e-03	1.668318e-02	1.199856e-02	1.365868e-02	2.667919e-03	2.279713e-03
144           	2.430283e-03	1.645362e-02	1.203514e-02	1.353043e-02	2.629374e-03	2.334257e-03
145           	2.420854e-03	1.619953e-02	1.202620e-02	1.333583e-02	2.590010e-03	2.339196e-03
146           	2.402050e-03	1.608854e-02	1.207951e-02	1.273441e-02	2.568611e-03	2.383158e-03
147           	2.390908e-03	1.600754e-02	1.207221e-02	1.270233e-02	2.543547e-03	2.399132e-03
148           	2.371083e-03	1.591714e-02	1.208114e-02	1.226340e-02	2.530339e-03	2.426977e-03
149           	2.359117e-03	1.570958e-02	1.203492e-02	1.192538e-02	2.522835e-03	2.442628e-03
150           	2.345733e-03	1.550588e-02	1.203369e-02	1.137738e-02	2.526728e-03	2.505191e-03
151           	2.335614e-03	1.539516e-02	1.199077e-02	1.101045e-02	2.531847e-03	2.514157e-03
152           	2.323610e-03	1.513751e-02	1.197842e-02	1.068034e-02	2.543921e-03	2.567682e-03
153           	2.322159e-03	1.495782e-02	1.194596e-02	1.065283e-02	2.555944e-03	2.589092e-03
154           	2.310228e-03	1.468594e-02	1.193277e-02	1.025539e-02	2.566578e-03	2.622219e-03
155           	2.310776e-03	1.454739e-02	1.190930e-02	1.028071e-02	2.584263e-03	2.626512e-03
156           	2.302673e-03	1.439585e-02	1.189150e-02	9.768985e-03	2.600627e-03	2.659308e-03
157           	2.315712e-03	1.434090e-02	1.188709e-02	9.860944e-03	2.619301e-03	2.665290e-03
158           	2.329363e-03	1.435014e-02	1.193757e-02	9.822195e-03	2.632656e-03	2.685664e-03
159           	2.358048e-03	1.445127e-02	1.189698e-02	1.001502e-02	2.648646e-03	2.688146e-03
160           	2.376703e-03	1.456399e-02	1.192712e-02	1.008308e-02	2.673688e-03	2.720894e-03
161           	2.410852e-03	1.477202e-02	1.196036e-02	1.009813e-02	2.691612e-03	2.713718e-03
162           	2.436661e-03	1.496192e-02	1.198680e-02	1.047516e-02	2.719506e-03	2.757845e-03
163           	2.466027e-03	1.525796e-02	1.202046e-02	1.041291e-02	2.736007e-03	2.759501e-03
164           	2.475880e-03	1.560263e-02	1.206933e-02	1.060342e-02	2.749492e-03	2.780098e-03
165           	2.479851e-03	1.609049e-02	1.206715e-02	1.045731e-02	2.763661e-03	2.770486e-03
166           	2.472058e-03	1.673713e-02	1.205523e-02	1.062077e-02	2.784516e-03	2.783856e-03
167           	2.449569e-03	1.738058e-02	1.197113e-02	1.037635e-02	2.800073e-03	2.777771e-03
168           	2.437388e-03	1.792715e-02	1.191642e-02	1.038710e-02	2.819807e-03	2.779157e-03
169           	2.417767e-03	1.805350e-02	1.188238e-02	9.826049e-03	2.836963e-03	2.778504e-03
170           	2.398525e-03	1.801231e-02	1.180307e-02	9.662744e-03	2.857286e-03	2.775156e-03
171           	2.372420e-03	1.789978e-02	1.171040e-02	9.328443e-03	2.876530e-03	2.785457e-03
172           	2.356021e-03	1.782913e-02	1.165702e-02	9.077632e-03	2.898879e-03	2.781324e-03
173           	2.332554e-03	1.764384e-02	1.150226e-02	8.610240e-03	2.916423e-03	2.761554e-03
174           	2.314439e-03	1.733988e-02	1.138186e-02	8.396707e-03	2.931057e-03	2.758327e-03
175           	2.294120e-03	1.696804e-02	1.123547e-02	8.070814e-03	2.949050e-03	2.745897e-03
176           	2.281878e-03	1.673741e-02	1.114745e-02	8.009630e-03	2.966571e-03	2.734684e-03
177           	2.259041e-03	1.656224e-02	1.100402e-02	7.786347e-03	2.974016e-03	2.718013e-03
178           	2.245400e-03	1.633889e-02	1.090641e-02	7.727367e-03	2.984108e-03	2.720606e-03
179           	2.222723e-03	1.613887e-02	1.072178e-02	7.431721e-03	2.983771e-03	2.683289e-03
180           	2.203132e-03	1.587150e-02	1.044259e-02	7.261023e-03	2.985293e-03	2.671778e-03
181           	2.173014e-03	1.570448e-02	1.013356e-02	7.037113e-03	2.988972e-03	2.650349e-03
182           	2.148989e-03	1.551629e-02	9.957772e-03	6.923334e-03	2.991109e-03	2.645826e-03
183           	2.122315e-03	1.541997e-02	9.814558e-03	6.807953e-03	2.988804e-03	2.615602e-03
184           	2.096953e-03	1.530960e-02	9.774258e-03	6.865987e-03	2.987104e-03	2.608004e-03
185           	2.072084e-03	1.551011e-02	9.536852e-03	6.795491e-03	2.980949e-03	2.588441e-03
186           	2.055518e-03	1.550792e-02	9.292330e-03	6.580065e-03	2.984256e-03	2.588405e-03
187           	2.019581e-03	1.541151e-02	9.183473e-03	6.417926e-03	2.969426e-03	2.579039e-03
188           	1.990390e-03	1.522549e-02	9.085101e-03	6.361406e-03	2.967235e-03	2.580116e-03
189           	1.950871e-03	1.516131e-02	8.903878e-03	6.343924e-03	2.951305e-03	2.561133e-03
190           	1.920330e-03	1.497405e-02	8.753979e-03	6.375931e-03	2.944264e-03	2.544695e-03
191           	1.885481e-03	1.478230e-02	8.533916e-03	6.282105e-03	2.926502e-03	2.522384e-03
192           	1.858395e-03	1.469115e-02	8.418033e-03	6.350316e-03	2.919105e-03	2.497341e-03
193           	1.821840e-03	1.472184e-02	8.300179e-03	6.367208e-03	2.905502e-03	2.470772e-03
194           	1.791085e-03	1.454440e-02	8.221663e-03	6.398011e-03	2.894739e-03	2.448809e-03
195           	1.753170e-03	1.446311e-02	8.053596e-03	6.397003e-03	2.884210e-03	2.421937e-03
196           	1.725543e-03	1.435073e-02	7.981062e-03	6.426811e-03	2.873433e-03	2.395177e-03
197           	1.691534e-03	1.441602e-02	7.841540e-03	6.510936e-03	2.857531e-03	2.369322e-03
198           	1.662180e-03	1.436812e-02	7.778105e-03	6.707714e-03	2.840683e-03	2.345705e-03
199           	1.628894e-03	1.440663e-02	7.691288e-03	6.613539e-03	2.820801e-03	2.320405e-03
200           	1.598814e-03	1.432588e-02	7.676961e-03	6.739618e-03	2.801298e-03	2.291568e-03
201           	1.568662e-03	1.453794e-02	7.569926e-03	6.864639e-03	2.778789e-03	2.270294e-03
202           	1.536685e-03	1.465190e-02	7.454241e-03	6.997075e-03	2.757785e-03	2.241915e-03
203           	1.493200e-03	1.483038e-02	7.295974e-03	6.846322e-03	2.727717e-03	2.221251e-03
204           	1.457316e-03	1.499446e-02	7.194541e-03	6.848135e-03	2.698180e-03	2.212021e-03
205           	1.417669e-03	1.523779e-02	7.104413e-03	6.649288e-03	2.665825e-03	2.167848e-03
206           	1.378090e-03	1.507381e-02	6.976024e-03	6.531722e-03	2.625939e-03	2.139774e-03
207           	1.342427e-03	1.497183e-02	6.838212e-03	6.407851e-03	2.576529e-03	2.116038e-03
208           	1.317399e-03	1.496172e-02	6.783006e-03	6.607787e-03	2.532558e-03	2.089700e-03
209           	1.295642e-03	1.531020e-02	6.665696e-03	6.452426e-03	2.488355e-03	2.061003e-03
210           	1.263815e-03	1.545645e-02	6.579480e-03	6.382102e-03	2.446635e-03	2.033493e-03
211           	1.229234e-03	1.552852e-02	6.483535e-03	6.213086e-03	2.403549e-03	2.001603e-03
212           	1.188525e-03	1.509958e-02	6.412817e-03	6.256040e-03	2.362373e-03	1.980040e-03
213           	1.154575e-03	1.479939e-02	6.325478e-03	6.229059e-03	2.326871e-03	1.951118e-03
214           	1.121644e-03	1.471139e-02	6.277467e-03	6.353154e-03	2.285230e-03	1.924535e-03
215           	1.088201e-03	1.501583e-02	6.178300e-03	6.234091e-03	2.248440e-03	1.894326e-03
216           	1.054071e-03	1.530279e-02	6.136499e-03	6.267675e-03	2.217893e-03	1.871753e-03
217           	1.020032e-03	1.589957e-02	6.047144e-03	6.055780e-03	2.189666e-03	1.850994e-03
218           	9.718643e-04	1.587175e-02	5.963388e-03	5.943520e-03	2.161022e-03	1.838271e-03
219           	9.349209e-04	1.596244e-02	5.873099e-03	5.873278e-03	2.140309e-03	1.818876e-03
220           	8.995242e-04	1.604267e-02	5.841168e-03	5.784869e-03	2.115210e-03	1.806760e-03
221           	8.689566e-04	1.631195e-02	5.808421e-03	5.702801e-03	2.095523e-03	1.795474e-03
222           	8.353541e-04	1.635171e-02	5.748071e-03	5.519210e-03	2.078604e-03	1.779132e-03
223           	8.065902e-04	1.651754e-02	5.661906e-03	5.334751e-03	2.061495e-03	1.772762e-03
224           	7.789697e-04	1.609870e-02	5.596158e-03	5.169306e-03	2.035526e-03	1.791436e-03
225           	7.550863e-04	1.595910e-02	5.547231e-03	5.159581e-03	2.013176e-03	1.784477e-03
226           	7.333702e-04	1.554416e-02	5.532717e-03	5.163457e-03	1.982817e-03	1.791779e-03
227           	7.137970e-04	1.532939e-02	5.452786e-03	5.101627e-03	1.961746e-03	1.787112e-03
228           	6.953903e-04	1.526857e-02	5.452589e-03	5.121322e-03	1.924923e-03	1.797740e-03
229           	6.746844e-04	1.537369e-02	5.368080e-03	5.019690e-03	1.902219e-03	1.788040e-03
230           	6.614970e-04	1.524841e-02	5.327460e-03	4.995135e-03	1.861855e-03	1.805915e-03
231           	6.492131e-04	1.540154e-02	5.264177e-03	5.008078e-03	1.839506e-03	1.788412e-03
232           	6.422960e-04	1.539345e-02	5.263700e-03	5.060167e-03	1.800533e-03	1.801590e-03
233           	6.354134e-04	1.572130e-02	5.250741e-03	5.158603e-03	1.779928e-03	1.793472e-03
234           	6.303414e-04	1.586265e-02	5.228000e-03	5.195109e-03	1.745503e-03	1.906361e-03
235           	6.185211e-04	1.648373e-02	5.148255e-03	5.252281e-03	1.723284e-03	1.843405e-03
236           	6.115215e-04	1.668493e-02	5.112078e-03	5.087844e-03	1.703257e-03	1.891366e-03
237           	6.056391e-04	1.714287e-02	5.057821e-03	5.249482e-03	1.689501e-03	1.892686e-03
238           	6.023078e-04	1.711657e-02	4.996596e-03	5.196943e-03	1.663211e-03	1.923803e-03
239           	5.961686e-04	1.715780e-02	4.905284e-03	5.339413e-03	1.643100e-03	1.915246e-03
240           	5.971065e-04	1.706067e-02	4.838362e-03	5.328743e-03	1.619651e-03	1.962689e-03
241           	5.959781e-04	1.740288e-02	4.793388e-03	5.327292e-03	1.598046e-03	1.948739e-03
242           	5.995092e-04	1.758973e-02	4.793213e-03	5.379977e-03	1.580168e-03	1.933446e-03
243           	5.976849e-04	1.792043e-02	4.740187e-03	5.288634e-03	1.573801e-03	1.906513e-03
244           	5.998409e-04	1.788734e-02	4.683329e-03	5.362370e-03	1.558889e-03	2.019957e-03
245           	6.015993e-04	1.786530e-02	4.601464e-03	5.405175e-03	1.550811e-03	2.035585e-03
246           	6.030097e-04	1.781386e-02	4.680682e-03	5.455041e-03	1.547706e-03	2.117617e-03
247           	6.078173e-04	1.823358e-02	4.717206e-03	5.483167e-03	1.543236e-03	2.139863e-03
248           	6.124039e-04	1.828252e-02	4.773036e-03	5.547724e-03	1.538130e-03	2.207045e-03
249           	6.150246e-04	1.863050e-02	4.713977e-03	5.633028e-03	1.535927e-03	2.216749e-03
250           	6.106745e-04	1.846472e-02	4.675353e-03	5.665283e-03	1.533476e-03	2.260915e-03
251           	6.060463e-04	1.846197e-02	4.569851e-03	5.365008e-03	1.529869e-03	2.265880e-03
252           	5.992605e-04	1.820636e-02	4.497397e-03	5.480383e-03	1.522495e-03	2.294011e-03
253           	5.952051e-04	1.823089e-02	4.458813e-03	5.248325e-03	1.517938e-03	2.294267e-03
254           	5.932297e-04	1.803233e-02	4.524599e-03	5.342703e-03	1.510528e-03	2.302093e-03
255           	5.938662e-04	1.804301e-02	4.488861e-03	5.232252e-03	1.497799e-03	2.306561e-03
256           	5.965390e-04	1.803747e-02	4.497858e-03	5.368906e-03	1.492010e-03	2.313485e-03
257           	5.940253e-04	1.807908e-02	4.431567e-03	5.255886e-03	1.483146e-03	2.307988e-03
258           	5.850374e-04	1.783121e-02	4.404653e-03	5.194161e-03	1.466798e-03	2.329775e-03
259           	5.822183e-04	1.782674e-02	4.378562e-03	5.139311e-03	1.452522e-03	2.317310e-03
260           	5.785176e-04	1.774022e-02	4.412096e-03	5.211060e-03	1.444000e-03	2.319554e-03
261           	5.787154e-04	1.793332e-02	4.412955e-03	5.044775e-03	1.428254e-03	2.284460e-03
262           	5.734859e-04	1.791077e-02	4.417933e-03	5.324051e-03	1.420187e-03	2.283249e-03
263           	5.680930e-04	1.802741e-02	4.382146e-03	5.258437e-03	1.411388e-03	2.258897e-03
264           	5.590016e-04	1.808778e-02	4.366211e-03	5.137674e-03	1.404548e-03	2.238774e-03
265           	5.530989e-04	1.818094e-02	4.295525e-03	5.212390e-03	1.401719e-03	2.226737e-03
266           	5.489842e-04	1.807752e-02	4.317954e-03	5.153374e-03	1.394556e-03	2.216120e-03
267           	5.469905e-04	1.791323e-02	4.292510e-03	5.056189e-03	1.386424e-03	2.208874e-03
268           	5.436394e-04	1.765179e-02	4.303642e-03	5.160310e-03	1.376582e-03	2.205386e-03
269           	5.395031e-04	1.753097e-02	4.259033e-03	5.048706e-03	1.360419e-03	2.187741e-03
270           	5.319454e-04	1.741811e-02	4.260814e-03	4.904416e-03	1.335138e-03	2.167127e-03
271           	5.277533e-04	1.738255e-02	4.206139e-03	4.855802e-03	1.325553e-03	2.127638e-03
272           	5.213922e-04	1.712944e-02	4.189426e-03	4.784438e-03	1.311454e-03	2.140952e-03
273           	5.181429e-04	1.728072e-02	4.160621e-03	4.900177e-03	1.296373e-03	2.250848e-03
